Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
C505531,22464,HANGING METAL HEART LANTERN,-1,2010-04-22 17:40:00,1.65,16176.0,United Kingdom
498360,35816B,"ACRYLIC JEWEL ANGEL,BLUE",1,2010-02-18 13:29:00,1.25,12748.0,United Kingdom
522309,16156L,"WRAP, CAROUSEL",25,2010-09-13 15:12:00,0.42,15521.0,United Kingdom
524446,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,1,2010-09-29 11:19:00,3.75,14049.0,United Kingdom
505236,85049C,ROMANTIC PINKS RIBBONS ,12,2010-04-21 10:58:00,1.25,12391.0,Cyprus
505766,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2010-04-26 10:26:00,0.65,14743.0,United Kingdom
513732,21787,RAIN PONCHO WITH RED SPOTS,24,2010-06-28 12:04:00,0.85,15791.0,United Kingdom
526267,22710,WRAP I LOVE LONDON ,25,2010-10-11 10:56:00,0.42,12678.0,France
500879,85196,EASTER BUNNIES ON A STICK,24,2010-03-10 14:24:00,0.55,15093.0,United Kingdom
490124,82494L,WOODEN FRAME ANTIQUE WHITE ,2,2009-12-03 18:08:00,2.95,16791.0,United Kingdom
494506,21935,SUKI  SHOULDER BAG,10,2010-01-14 19:36:00,1.45,17850.0,United Kingdom
513658,22202,MILK PAN PINK RETROSPOT,24,2010-06-28 10:18:00,3.75,17389.0,United Kingdom
513279,15036,ASSORTED COLOURS SILK FAN,24,2010-06-23 13:19:00,0.75,16180.0,United Kingdom
506082,21499,BLUE SPOTS  WRAP,25,2010-04-27 11:58:00,0.42,13178.0,United Kingdom
525425,22751,FELTCRAFT PRINCESS OLIVIA DOLL,6,2010-10-05 13:01:00,3.75,14991.0,United Kingdom
521800,21790,VINTAGE SNAP CARDS,12,2010-09-08 14:17:00,0.85,18226.0,United Kingdom
532470,85049D,BRIGHT BLUES RIBBONS ,12,2010-11-12 11:41:00,1.25,12647.0,Germany
518553,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2010-08-10 08:49:00,0.65,16279.0,United Kingdom
528134,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,12,2010-10-20 15:09:00,0.85,15647.0,United Kingdom
501870,22219,LOVEBIRD HANGING DECORATION WHITE ,12,2010-03-21 12:20:00,0.72,17448.0,United Kingdom
508780,22556,PLASTERS IN TIN CIRCUS PARADE ,4,2010-05-18 12:24:00,1.65,15518.0,United Kingdom
516430,22383,LUNCH BAG SUKI  DESIGN ,100,2010-07-20 11:47:00,1.45,17511.0,United Kingdom
520537,22078,RIBBON REEL LACE DESIGN ,1,2010-08-26 15:47:00,2.1,17576.0,United Kingdom
521130,21907,I'M ON HOLIDAY METAL SIGN,2,2010-09-02 12:44:00,2.1,15856.0,United Kingdom
533142,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2010-11-16 13:22:00,1.65,17689.0,United Kingdom
511123,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2010-06-07 10:56:00,2.1,17673.0,United Kingdom
527912,47591D,PINK FAIRY CAKE CHILDRENS APRON,2,2010-10-19 13:00:00,1.95,16919.0,United Kingdom
526485,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,2010-10-12 08:08:00,2.95,12649.0,Germany
532445,90178B,PURPLE CHUNKY GLASS+BEAD NECKLACE,2,2010-11-12 11:31:00,11.95,17772.0,United Kingdom
519733,21556,CERAMIC STRAWBERRY MONEY BOX,6,2010-08-20 08:21:00,2.55,12519.0,Germany
520947,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,2010-09-01 10:47:00,2.55,12761.0,Netherlands
489681,35651,VINTAGE BEAD PINK SCARF ,1,2009-12-02 10:02:00,7.95,17998.0,United Kingdom
528175,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,6,2010-10-21 10:25:00,2.95,12820.0,United Kingdom
505083,84905,PINK BUTTERFLY CUSHION COVER ,24,2010-04-20 09:56:00,1.25,12623.0,Germany
537852,22174,PHOTO CUBE,24,2010-12-08 15:56:00,1.65,17340.0,United Kingdom
500719,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2010-03-09 15:16:00,0.42,16707.0,United Kingdom
516105,22350,ILLUSTRATED CAT BOWL ,6,2010-07-16 12:30:00,2.55,16170.0,United Kingdom
532126,85084,HOLLY TOP CHRISTMAS STOCKING,12,2010-11-11 10:21:00,0.85,18226.0,United Kingdom
500322,20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,1,2010-03-07 12:06:00,1.65,16798.0,United Kingdom
510777,21926,RED/CREAM STRIPE CUSHION COVER ,2,2010-06-03 14:57:00,1.25,13031.0,United Kingdom
521819,21115,ROSE CARAVAN DOORSTOP,2,2010-09-08 16:17:00,6.75,13717.0,United Kingdom
536014,20727,LUNCH BAG  BLACK SKULL.,100,2010-11-29 15:26:00,1.45,13798.0,United Kingdom
534187,22944,CHRISTMAS METAL POSTCARD WITH BELLS,36,2010-11-21 14:10:00,1.25,16501.0,United Kingdom
496062,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,2010-01-28 15:43:00,1.25,13615.0,United Kingdom
511314,22424,ENAMEL BREAD BIN CREAM,1,2010-06-07 16:39:00,12.75,14606.0,United Kingdom
534221,22905,CALENDAR IN SEASON DESIGN,3,2010-11-21 16:15:00,2.95,16049.0,United Kingdom
502913,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-03-29 13:10:00,2.95,13975.0,United Kingdom
526761,21058,PARTY INVITES WOODLAND,144,2010-10-13 10:53:00,0.72,14646.0,Netherlands
514369,84247E,PACK/12 XMAS FUN CARD,6,2010-07-02 08:26:00,2.95,12477.0,Germany
512553,22381,TOY TIDY PINK RETROSPOT  ,1,2010-06-16 13:52:00,2.1,17841.0,United Kingdom
515830,84873A,FUNKY FLOWER PICNIC BAG FOR 4,2,2010-07-15 11:10:00,16.95,15530.0,United Kingdom
535380,22941,CHRISTMAS LIGHTS 10 REINDEER,6,2010-11-25 19:06:00,8.5,16062.0,United Kingdom
513762,22242,"HOOK, 5 HANGER , MAGIC TOADSTOOL",12,2010-06-28 12:58:00,1.65,12451.0,Switzerland
508625,21718,RED METAL BEACH SPADE ,1,2010-05-17 14:09:00,1.25,18157.0,United Kingdom
515344,22521,CHILDS GARDEN TROWEL PINK,12,2010-07-12 10:07:00,0.85,14911.0,EIRE
524311,47566,PARTY BUNTING,2,2010-09-28 14:09:00,4.65,17841.0,United Kingdom
534501,22274,FELTCRAFT DOLL EMILY,2,2010-11-23 11:26:00,2.95,18055.0,United Kingdom
497084,16239,BALLERINA HEART DECORATION.,3,2010-02-05 14:57:00,2.95,18168.0,United Kingdom
534652,21613,S/12 VANILLA  BOTANICAL T-LIGHTS,1,2010-11-23 13:26:00,2.95,14170.0,United Kingdom
504430,84711A,SILVER OVAL SHAPE TRINKET BOX,3,2010-04-13 13:26:00,9.95,14172.0,United Kingdom
522835,22548,HEADS AND TAILS SPORTING FUN,12,2010-09-17 10:37:00,1.25,15362.0,United Kingdom
537773,22327,ROUND SNACK BOXES SET OF 4 SKULLS,3,2010-12-08 12:36:00,2.95,16016.0,United Kingdom
507410,21868,POTTING SHED TEA MUG,2,2010-05-09 13:59:00,1.25,15555.0,United Kingdom
517973,22668,PINK BABY BUNTING,10,2010-08-03 13:54:00,2.95,16880.0,United Kingdom
516788,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,6,2010-07-23 10:00:00,4.95,16843.0,United Kingdom
519030,22385,JUMBO BAG SPACEBOY DESIGN,10,2010-08-13 10:37:00,1.95,13534.0,United Kingdom
536637,22696,WICKER WREATH LARGE,1,2010-12-02 11:35:00,1.95,18041.0,United Kingdom
522958,35971,ROSE FOLKART HEART DECORATIONS,3,2010-09-19 12:15:00,1.25,16549.0,United Kingdom
C512300,79323B,BLACK CHERRY LIGHTS,-1,2010-06-14 15:30:00,6.75,14105.0,United Kingdom
495360,POST,POSTAGE,3,2010-01-24 12:05:00,18.0,12703.0,Germany
522445,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,2010-09-14 14:35:00,2.95,15955.0,United Kingdom
509100,15044D,RED PAPER PARASOL,1,2010-05-20 11:49:00,2.95,17841.0,United Kingdom
531771,82580,BATHROOM METAL SIGN,12,2010-11-09 14:24:00,0.55,17738.0,United Kingdom
528374,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2010-10-21 17:22:00,3.75,16540.0,United Kingdom
498123,21212,PACK OF 72 RETRO SPOT CAKE CASES,4,2010-02-16 15:35:00,0.55,16409.0,United Kingdom
511710,22030,SWALLOWS GREETING CARD,24,2010-06-10 10:23:00,0.42,17350.0,United Kingdom
533598,21989,PACK OF 20 SKULL PAPER NAPKINS,3,2010-11-18 12:22:00,0.85,17811.0,United Kingdom
491118,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2009-12-09 15:03:00,5.95,16933.0,United Kingdom
536851,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,8,2010-12-03 09:49:00,4.25,12967.0,United Kingdom
531245,85152,HAND OVER THE CHOCOLATE   SIGN ,1,2010-11-07 10:53:00,2.1,13259.0,United Kingdom
530271,35400,WOODEN BOX ADVENT CALENDAR ,10,2010-11-02 11:49:00,8.95,13535.0,United Kingdom
518280,22383,LUNCH BAG SUKI  DESIGN ,10,2010-08-06 10:24:00,1.65,14329.0,United Kingdom
501280,21129,SILVER FISHING GNOME ,1,2010-03-15 14:13:00,6.95,17841.0,United Kingdom
536446,21587,COSY HOUR GIANT TUBE MATCHES,4,2010-12-01 12:15:00,2.55,15983.0,United Kingdom
536017,22174,PHOTO CUBE,4,2010-11-29 15:39:00,1.65,15005.0,United Kingdom
497839,84219,BOX/12 MOTHER & CHICK IN BASKET/BOW,2,2010-02-12 15:24:00,2.55,17954.0,United Kingdom
535593,21418,STARFISH SOAP DISH,6,2010-11-26 16:38:00,2.55,13362.0,United Kingdom
527945,22893,MINI CAKE STAND T-LIGHT HOLDER,24,2010-10-19 15:03:00,0.42,16096.0,United Kingdom
506981,20712,JUMBO BAG WOODLAND ANIMALS,20,2010-05-05 13:14:00,1.95,14680.0,United Kingdom
496436,79323GR,GREEN CHERRY LIGHTS,3,2010-02-01 12:40:00,6.75,14667.0,United Kingdom
526235,22489,PACK OF 12 TRADITIONAL CRAYONS,24,2010-10-10 16:02:00,0.42,15277.0,United Kingdom
513594,35961,FOLKART ZINC HEART CHRISTMAS DEC,2,2010-06-27 10:54:00,0.85,16782.0,United Kingdom
518895,22525,CHILDRENS GARDEN GLOVES PINK,12,2010-08-12 13:36:00,1.25,15129.0,United Kingdom
535819,21116,OWL DOORSTOP,15,2010-11-28 15:45:00,4.95,18061.0,United Kingdom
509601,22383,LUNCH BAG SUKI  DESIGN ,3,2010-05-24 16:08:00,1.65,13201.0,United Kingdom
524281,84519B,CARROT CHARLIE+LOLA COASTER SET,6,2010-09-28 12:16:00,2.95,14688.0,United Kingdom
529532,22468,BABUSHKA LIGHTS STRING OF 10,2,2010-10-28 16:25:00,6.75,14294.0,United Kingdom
500160,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2010-03-04 18:46:00,1.95,14841.0,United Kingdom
505001,20725,LUNCH BAG RED SPOTTY,6,2010-04-19 12:38:00,1.45,17850.0,United Kingdom
525037,22139,RETROSPOT TEA SET CERAMIC 11 PC ,18,2010-10-03 12:40:00,4.95,14911.0,EIRE
527419,21557,SET OF 6 FUNKY BEAKERS,1,2010-10-17 15:43:00,2.95,12748.0,United Kingdom
525980,21788,KIDS RAIN MAC BLUE,3,2010-10-08 10:59:00,0.85,12835.0,United Kingdom
534164,22473,TV DINNER TRAY VINTAGE PAISLEY,1,2010-11-21 13:13:00,4.95,16241.0,United Kingdom
535953,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,4,2010-11-29 12:13:00,0.85,15039.0,United Kingdom
525013,22145,CHRISTMAS CRAFT HEART STOCKING ,12,2010-10-03 11:15:00,2.1,14911.0,EIRE
512112,21537,RED RETROSPOT PUDDING BOWL,1,2010-06-13 14:40:00,4.25,17841.0,United Kingdom
533374,22147,FELTCRAFT BUTTERFLY HEARTS,4,2010-11-17 10:34:00,1.45,14049.0,United Kingdom
517250,22660,DOORMAT I LOVE LONDON,220,2010-07-27 15:08:00,4.58,18102.0,United Kingdom
524506,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,2010-09-29 12:40:00,1.45,17470.0,United Kingdom
525068,22687,DOORMAT CHRISTMAS VILLAGE,2,2010-10-03 14:37:00,7.95,15579.0,United Kingdom
534455,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,2,2010-11-22 17:33:00,1.25,13546.0,United Kingdom
491317,22073,RETRO SPOT STORAGE JAR,4,2009-12-10 15:28:00,3.75,16670.0,United Kingdom
502751,22551,PLASTERS IN TIN SPACEBOY,1,2010-03-26 13:13:00,1.65,17290.0,United Kingdom
523579,22024,RAINY LADIES BIRTHDAY CARD,12,2010-09-22 16:34:00,0.42,13756.0,United Kingdom
538157,84949,SILVER HANGING T-LIGHT HOLDER,6,2010-12-09 16:57:00,1.65,17576.0,United Kingdom
497006,22349,"DOG BOWL , CHASING BALL DESIGN",6,2010-02-05 12:26:00,3.75,16147.0,United Kingdom
502874,20725,LUNCH BAG RED SPOTTY,10,2010-03-29 10:08:00,1.65,13319.0,United Kingdom
533074,84683,CLASSICAL ROSE CANDLESTAND,24,2010-11-16 07:52:00,0.65,14298.0,United Kingdom
520698,21175,GIN + TONIC DIET METAL SIGN,12,2010-08-29 11:15:00,2.1,15465.0,United Kingdom
509621,21704,BAG 250g SWIRLY MARBLES,12,2010-05-25 09:51:00,0.85,15321.0,United Kingdom
512528,47591C,BLUE FAIRY CAKE CHILD'S APRON,2,2010-06-16 11:54:00,1.95,17952.0,United Kingdom
508457,22067,CHOC TRUFFLE GOLD TRINKET POT ,36,2010-05-14 16:50:00,1.45,12745.0,United Kingdom
492729,21031,SPACE CADET BLACK,1,2009-12-18 11:32:00,1.25,15911.0,United Kingdom
507405,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,2010-05-09 13:44:00,2.95,15109.0,United Kingdom
536938,20712,JUMBO BAG WOODLAND ANIMALS,20,2010-12-03 12:05:00,1.95,14680.0,United Kingdom
513762,20717,STRAWBERRY SHOPPER BAG,10,2010-06-28 12:58:00,1.25,12451.0,Switzerland
525075,22153,ANGEL DECORATION STARS ON DRESS,16,2010-10-03 15:24:00,0.42,16782.0,United Kingdom
534473,21498,RED RETROSPOT WRAP ,25,2010-11-23 10:41:00,0.42,15730.0,United Kingdom
502835,84279B,CHERRY BLOSSOM DECORATIVE FLASK,1,2010-03-28 12:43:00,3.75,16934.0,United Kingdom
503507,22518,CHILDS GARDEN BRUSH BLUE,2,2010-04-01 12:33:00,2.1,16713.0,United Kingdom
504890,48184,DOOR MAT ENGLISH ROSE ,1,2010-04-18 13:53:00,7.49,14415.0,United Kingdom
490482,35001G,HAND OPEN SHAPE GOLD,1,2009-12-06 12:52:00,4.25,15983.0,United Kingdom
536602,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2010-12-02 08:34:00,4.25,17850.0,United Kingdom
518080,21541,DINOSAURS WATER TRANSFER TATTOOS ,12,2010-08-04 13:57:00,0.85,15628.0,United Kingdom
495183,22199,FRYING PAN RED POLKADOT ,4,2010-01-21 13:48:00,4.25,15296.0,United Kingdom
519829,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2010-08-20 14:53:00,1.65,14911.0,EIRE
536409,20717,STRAWBERRY SHOPPER BAG,1,2010-12-01 11:45:00,1.25,17908.0,United Kingdom
511709,22371,AIRLINE BAG VINTAGE TOKYO 78,6,2010-06-10 10:15:00,6.35,13878.0,United Kingdom
532089,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,3,2010-11-10 15:38:00,2.95,16221.0,United Kingdom
497204,21907,I'M ON HOLIDAY METAL SIGN,2,2010-02-07 11:52:00,2.1,15422.0,United Kingdom
537136,21351,CINAMMON & ORANGE WREATH,18,2010-12-05 12:42:00,5.95,12748.0,United Kingdom
C500835,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,2010-03-10 11:51:00,2.95,12437.0,France
516322,22303,COFFEE MUG APPLES DESIGN,6,2010-07-19 15:17:00,2.55,17320.0,United Kingdom
528763,22632,HAND WARMER RED RETROSPOT,12,2010-10-24 15:57:00,2.1,12926.0,United Kingdom
524163,84836,ZINC METAL HEART DECORATION,3,2010-09-27 16:20:00,1.25,17524.0,United Kingdom
492581,22188,BLACK HEART CARD HOLDER,10,2009-12-17 15:02:00,3.95,15270.0,United Kingdom
C505460,20914,SET/5 RED SPOTTY LID GLASS BOWLS,-1,2010-04-22 11:40:00,2.95,15176.0,United Kingdom
533761,20717,STRAWBERRY SHOPPER BAG,3,2010-11-18 14:52:00,1.25,17841.0,United Kingdom
536197,22219,LOVEBIRD HANGING DECORATION WHITE ,10,2010-11-30 13:02:00,0.85,13444.0,United Kingdom
493825,20772,GARDEN PATH JOURNAL,1,2010-01-07 13:07:00,2.55,16888.0,United Kingdom
504902,21682,LARGE MEDINA STAMPED METAL BOWL ,3,2010-04-18 15:35:00,4.95,13286.0,United Kingdom
521403,22380,TOY TIDY SPACEBOY  ,20,2010-09-06 10:19:00,2.1,12744.0,Singapore
516477,22629,SPACEBOY LUNCH BOX ,2,2010-07-20 16:33:00,1.95,14535.0,United Kingdom
501281,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,2010-03-15 14:15:00,1.45,14911.0,EIRE
533289,22782,SET 3 WICKER STORAGE BASKETS ,1,2010-11-16 15:44:00,24.95,13643.0,United Kingdom
517096,84971S,SMALL HEART FLOWERS HOOK ,24,2010-07-26 15:06:00,0.85,17612.0,United Kingdom
492811,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,3,2009-12-20 13:01:00,1.65,17085.0,United Kingdom
515181,22078,RIBBON REEL LACE DESIGN ,1,2010-07-08 19:12:00,2.1,17231.0,United Kingdom
527068,48138,DOORMAT UNION FLAG,10,2010-10-14 14:08:00,6.75,16991.0,United Kingdom
500701,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,2010-03-09 13:26:00,0.55,16791.0,United Kingdom
518505,84927D,LA PALMIERA TILE HOOK,432,2010-08-09 13:10:00,0.08,14277.0,France
535274,21824,PAINTED METAL STAR WITH HOLLY BELLS,8,2010-11-25 13:51:00,1.45,14415.0,United Kingdom
534511,20679,EDWARDIAN PARASOL RED,6,2010-11-23 11:47:00,5.95,17071.0,United Kingdom
512262,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2010-06-14 13:18:00,7.95,16007.0,United Kingdom
492585,72267,PREMIUM CHURCH CANDLE,4,2009-12-17 15:26:00,2.1,14085.0,United Kingdom
522957,22423,REGENCY CAKESTAND 3 TIER,2,2010-09-19 12:05:00,12.75,17188.0,United Kingdom
502919,22195,LARGE HEART MEASURING SPOONS,12,2010-03-29 13:46:00,1.65,17046.0,United Kingdom
522435,84880,WHITE WIRE EGG HOLDER,3,2010-09-14 13:45:00,5.95,14606.0,United Kingdom
521483,21563,RED HEART SHAPE LOVE BUCKET ,12,2010-09-06 13:26:00,2.95,13093.0,United Kingdom
531395,22941,CHRISTMAS LIGHTS 10 REINDEER,24,2010-11-08 10:07:00,7.65,12435.0,Denmark
497947,20682,RED SPOTTY CHILDS UMBRELLA,6,2010-02-15 12:05:00,3.25,12380.0,Belgium
495811,35961,FOLKART ZINC HEART CHRISTMAS DEC,24,2010-01-27 10:02:00,0.85,15222.0,United Kingdom
493929,21741,COSY SLIPPER SHOES LARGE GREEN,12,2010-01-08 11:55:00,2.95,14735.0,United Kingdom
519194,22586,FELTCRAFT HAIRBAND PINK AND BLUE,2,2010-08-13 17:13:00,0.85,16345.0,United Kingdom
532114,22712,CARD DOLLY GIRL ,12,2010-11-10 17:39:00,0.42,14030.0,United Kingdom
496443,21035,SET/2 RED SPOTTY TEA TOWELS ,6,2010-02-01 13:45:00,2.95,13156.0,United Kingdom
510737,21790,VINTAGE SNAP CARDS,12,2010-06-03 11:44:00,0.85,16279.0,United Kingdom
495177,20972,PINK CREAM FELT CRAFT TRINKET BOX ,24,2010-01-21 13:22:00,1.25,14064.0,United Kingdom
500356,90200C,BLUE SWEETHEART BRACELET,1,2010-03-07 15:34:00,4.25,16984.0,United Kingdom
494390,22352,LUNCHBOX WITH CUTLERY RETROSPOT ,2,2010-01-14 10:04:00,2.55,18041.0,United Kingdom
515588,21080,SET/20 RED SPOTTY PAPER NAPKINS ,12,2010-07-13 13:11:00,0.85,14156.0,EIRE
495310,20726,LUNCH BAG WOODLAND,10,2010-01-22 14:17:00,1.65,12531.0,Germany
532295,22866,HAND WARMER SCOTTY DOG DESIGN,12,2010-11-11 13:46:00,2.1,13226.0,United Kingdom
528627,72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,1,2010-10-24 11:14:00,0.42,16746.0,United Kingdom
504117,21578,WOODLAND DESIGN  COTTON TOTE BAG,6,2010-04-09 15:22:00,2.25,15326.0,United Kingdom
537052,22423,REGENCY CAKESTAND 3 TIER,16,2010-12-05 11:15:00,10.95,16839.0,United Kingdom
490667,90214K,"LETTER ""K"" BLING KEY RING",1,2009-12-07 12:32:00,1.25,13234.0,United Kingdom
537418,22865,HAND WARMER OWL DESIGN,1,2010-12-06 15:13:00,2.1,17884.0,United Kingdom
516378,21446,12 RED ROSE PEG PLACE SETTINGS,24,2010-07-20 11:06:00,1.25,14855.0,United Kingdom
492269,22197,"POPCORN HOLDER , SMALL ",12,2009-12-16 11:23:00,0.85,17677.0,United Kingdom
512073,22534,MAGIC DRAWING SLATE SPACEBOY ,48,2010-06-13 11:42:00,0.42,16945.0,United Kingdom
516891,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2010-07-23 15:05:00,0.85,14312.0,United Kingdom
528916,21558,SKULL LUNCH BOX WITH CUTLERY ,1,2010-10-25 14:01:00,2.55,16782.0,United Kingdom
522048,22489,PACK OF 12 TRADITIONAL CRAYONS,72,2010-09-10 14:12:00,0.42,13330.0,United Kingdom
512797,84978,HANGING HEART JAR T-LIGHT HOLDER,24,2010-06-18 10:29:00,1.25,14895.0,United Kingdom
532325,84949,SILVER HANGING T-LIGHT HOLDER,24,2010-11-11 15:25:00,1.65,16735.0,United Kingdom
513065,22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,1,2010-06-21 14:14:00,2.55,15850.0,United Kingdom
528990,85099B,JUMBO BAG RED RETROSPOT,6,2010-10-26 11:21:00,1.95,14524.0,United Kingdom
519465,22381,TOY TIDY PINK RETROSPOT  ,5,2010-08-17 11:45:00,2.1,13313.0,United Kingdom
